CustomerID,total_lifetime_orders,total_spent,total_items_bought,average_order_value,days_since_last_order,average_days_between_orders,Churn,Churn_Probability
12631.0,1,640.5,236,640.5,56,0.0,0,0.5102895641023661
17414.0,2,778.0,2100,389.0,43,141.0,0,0.5102197044767246
15840.0,2,355.56,396,177.78,58,113.0,0,0.5100322579512553
14788.0,2,679.4399999999999,421,339.72,6,19.0,0,0.509569221542912
14518.0,1,174.37,278,174.37,63,0.0,0,0.5090703434154557
12607.0,1,1579.51,1228,1579.51,59,0.0,0,0.5089491778364571
14427.0,2,363.34,228,181.67,49,13.0,0,0.5089198787064753
16380.0,1,1780.59,1524,1780.59,60,0.0,0,0.5088211578291489
13607.0,1,678.01,290,678.01,39,0.0,0,0.5085424336216972
15754.0,3,458.57,199,152.85666666666663,50,97.5,0,0.5083524589847416
12581.0,1,197.71,161,197.71,39,0.0,0,0.50723051518862
18084.0,1,90.48,312,90.48,15,0.0,0,0.5069186492179925
16505.0,1,777.6,576,777.6,31,0.0,0,0.506826985412562
15883.0,2,396.48,223,198.24,1,31.0,0,0.506808931000671
18192.0,1,957.97,339,957.97,71,0.0,0,0.5063918557527046
16354.0,2,395.8,150,197.9,62,9.0,0,0.5062312650870645
15786.0,3,4932.2,3364,1644.0666666666666,45,34.0,0,0.5060474214923524
12446.0,1,1002.31,351,1002.31,57,0.0,0,0.5057338712244751
13741.0,3,668.4300000000001,218,222.81000000000003,71,72.5,0,0.5047539357917915
12658.0,1,686.05,320,686.05,18,0.0,0,0.504410594187175
17573.0,3,380.6,308,126.86666666666667,28,32.0,0,0.5042888632890364
13601.0,2,693.32,548,346.66,44,166.0,0,0.5041527086305103
13710.0,1,180.48,176,180.48,31,0.0,0,0.5040857810975149
15269.0,1,408.8,26,408.8,23,0.0,0,0.5036455307698402
14598.0,1,221.97,189,221.97,43,0.0,0,0.5032681077480156
13325.0,1,675.3,240,675.3,81,0.0,0,0.5025997344740617
13919.0,2,384.81,474,192.405,58,62.0,0,0.5013523766848771
17788.0,2,1117.9,211,558.95,73,55.0,0,0.5010674697147599
15567.0,1,186.01,223,186.01,18,0.0,0,0.49961232472287337
13079.0,5,220.1,62,44.02,3,34.0,0,0.4992728096653298
15877.0,2,493.28,371,246.64,1,16.0,0,0.49883867716800084
16504.0,1,484.38,524,484.38,24,0.0,0,0.49829125032402105
12940.0,2,913.54,411,456.77,54,33.0,0,0.4981475446203494
12478.0,1,680.99,236,680.99,3,0.0,0,0.4976999345350972
12904.0,2,509.58,302,254.79,17,154.0,0,0.49758357901591216
13182.0,1,121.18,201,121.18,44,0.0,0,0.4968850699635564
13587.0,1,712.4,180,712.4,63,0.0,0,0.4966589847816498
14179.0,2,719.78,330,359.89,40,11.0,0,0.49637923298171516
16298.0,3,598.2,198,199.4,22,82.0,0,0.4962980163160807
17727.0,1,1060.25,645,1060.25,14,0.0,0,0.49613067102339586
13651.0,2,94.2,33,47.1,34,4.0,0,0.49611822994911803
17914.0,1,336.43,473,336.43,3,0.0,0,0.49592519241691846
18082.0,1,703.37,621,703.37,25,0.0,0,0.4958261501270142
13603.0,1,164.34,164,164.34,25,0.0,0,0.49571897450997926
14731.0,3,380.02,256,126.67333333333332,46,82.5,0,0.49554945876054524
14529.0,3,620.04,348,206.68,59,25.0,0,0.49526415560056875
15272.0,2,721.94,310,360.97,56,28.0,0,0.49512124500112437
12847.0,1,871.54,909,871.54,21,0.0,0,0.49425293775426465
15344.0,3,563.94,116,187.98,0,36.5,0,0.49424088488347984
13592.0,4,247.96,84,61.99,35,76.0,0,0.4941959305718634
15398.0,2,1345.53,769,672.765,15,62.0,0,0.4933492178612527
16229.0,2,1010.6,318,505.3,86,125.0,0,0.49318396965204436
16773.0,1,171.59,171,171.59,56,0.0,0,0.4930287623230414
17190.0,2,444.74,161,222.37,58,148.0,0,0.49294068159443216
15739.0,1,449.12,472,449.12,65,0.0,0,0.49288714774377135
14218.0,1,169.48000000000002,160,169.48000000000002,42,0.0,0,0.492826525163677
16347.0,2,887.65,353,443.825,10,25.0,0,0.492166318025183
12522.0,2,192.72,194,96.36,38,12.0,0,0.4915878939621037
15763.0,2,1086.92,271,543.46,31,45.0,0,0.49124364985943614
12981.0,2,372.22,242,186.11,29,103.0,0,0.4910158274335764
14578.0,1,168.63,240,168.63,2,0.0,0,0.49031134010479754
16384.0,2,584.5,260,292.25,89,174.0,0,0.48946735190095625
15948.0,2,955.24,567,477.62,7,35.0,0,0.48941237268229437
14332.0,3,866.31,481,288.77,22,62.5,0,0.4893738701431635
12646.0,2,1346.97,897,673.485,4,44.0,0,0.4890469267316825
15756.0,4,532.96,242,133.24,60,62.333333333333336,0,0.48856717231736724
16872.0,3,680.02,600,226.6733333333333,76,53.5,0,0.48829993239685776
16708.0,1,656.63,285,656.63,45,0.0,0,0.4879142884445087
17595.0,2,388.79,229,194.395,11,24.0,0,0.48779237719753327
18135.0,5,681.9100000000001,349,136.382,28,40.25,0,0.4874969237485548
14139.0,1,415.82,510,415.82,45,0.0,0,0.487492412359141
14067.0,2,374.7,361,187.35,63,32.0,0,0.4874760409997061
16824.0,2,460.64,236,230.32,15,148.0,0,0.4874076975344676
12526.0,3,1316.66,632,438.8866666666667,0,46.5,0,0.48634868752202715
14894.0,1,655.75,265,655.75,84,0.0,0,0.4860081928926141
18022.0,1,668.11,736,668.11,35,0.0,0,0.48573110388822455
16127.0,1,656.25,323,656.25,38,0.0,0,0.4853265830757934
14801.0,1,193.14,175,193.14,60,0.0,0,0.4846159837192715
14910.0,4,434.35,238,108.5875,2,17.0,0,0.4844716156506837
17608.0,2,193.42,232,96.71,32,0.0,0,0.4839121435858034
17934.0,2,704.25,478,352.125,51,7.0,0,0.4835658080624659
17779.0,3,658.57,397,219.5233333333333,20,61.0,0,0.48351141986822266
17044.0,1,948.48,504,948.48,24,0.0,0,0.4827917703656122
16930.0,3,380.55,341,126.85,25,21.0,0,0.48261838011447117
15088.0,2,1160.07,460,580.035,20,45.0,0,0.4824273180813768
15677.0,1,657.23,319,657.23,48,0.0,0,0.481876353458092
12360.0,3,2662.06,1165,887.3533333333334,51,74.0,0,0.481846488235713
14857.0,2,1173.12,464,586.56,59,88.0,0,0.4817921740802338
17806.0,1,546.04,727,546.04,10,0.0,0,0.4814115586935001
18036.0,3,405.62,234,135.20666666666668,31,106.5,0,0.4812093946362052
12442.0,1,172.06,182,172.06,2,0.0,0,0.4812021297959423
14862.0,2,841.1999999999999,772,420.6,25,122.0,0,0.48103203464313327
14860.0,1,170.32,232,170.32,18,0.0,0,0.48094967044280135
15522.0,2,398.84,573,199.42,32,54.0,0,0.4804802089034348
15757.0,2,714.42,491,357.21,65,152.0,0,0.4804245114066017
14725.0,1,718.08,593,718.08,24,0.0,0,0.48034416375958777
15329.0,3,1049.7,486,349.90000000000003,38,66.0,0,0.48008928844410315
13558.0,4,605.06,344,151.265,5,20.666666666666668,0,0.48008871045689333
13379.0,3,572.56,601,190.85333333333327,25,55.0,0,0.47964180300444265
13972.0,2,190.25,187,95.125,70,131.0,0,0.47894403956122406
15195.0,1,3861.0,1404,3861.0,2,0.0,0,0.47875259522652613
13589.0,2,379.65,114,189.825,14,164.0,0,0.4787302371383654
14592.0,3,570.46,415,190.1533333333333,34,14.0,0,0.47826257479288004
16666.0,1,118.98,233,118.98,18,0.0,0,0.4780345904636967
16653.0,2,1212.66,733,606.33,15,55.0,0,0.47701609025778785
15839.0,3,1048.49,675,349.49666666666667,32,57.0,0,0.4769955737463532
12550.0,1,964.83,569,964.83,78,0.0,0,0.476409103382326
13726.0,2,1079.66,1054,539.8299999999999,38,61.0,0,0.4762067627841138
16762.0,3,1501.38,618,500.46,19,62.0,0,0.47610983444201194
14550.0,2,765.62,394,382.81,10,33.0,0,0.47487535548736814
17947.0,1,176.68,168,176.68,36,0.0,0,0.47459087874488093
16852.0,2,144.91000000000005,56,72.45500000000001,9,165.0,0,0.47447569184473976
16984.0,2,4481.35,2423,2240.675,87,41.0,0,0.47434370125826925
18033.0,1,97.97,253,97.97,64,0.0,0,0.47426783302546305
14034.0,3,651.8199999999999,423,217.2733333333333,21,67.5,0,0.47404959219696574
16616.0,2,500.42,370,250.21,14,142.0,0,0.4740209582188768
13277.0,4,258.4,176,64.6,15,39.0,0,0.4737482920306836
13032.0,2,1010.18,375,505.09,51,34.0,0,0.4728933981939103
17359.0,1,127.86,161,127.86,10,0.0,0,0.4724938704385604
13635.0,1,1071.03,677,1071.03,67,0.0,0,0.4715830725641551
14382.0,1,626.0699999999999,1237,626.0699999999999,25,0.0,0,0.4712729612627776
16861.0,2,173.76,140,86.88,59,98.0,0,0.4709278507172352
12879.0,3,573.22,370,191.07333333333332,44,23.5,0,0.4708462779401023
13637.0,3,810.5,409,270.1666666666667,51,87.0,0,0.4705767099481667
13186.0,3,1575.89,820,525.2966666666667,39,44.5,0,0.47052893307295174
12689.0,2,1247.61,628,623.805,25,101.0,0,0.4705092907036791
15901.0,3,363.88,384,121.29333333333334,16,69.0,0,0.4694595137246885
16671.0,3,1692.27,875,564.09,27,68.0,0,0.4683094864771016
14354.0,2,163.62,210,81.81,5,24.0,0,0.4681084222287259
14716.0,2,329.68,604,164.84,42,105.0,0,0.46810633626822684
14273.0,4,559.97,264,139.9925,50,63.333333333333336,0,0.4679341651642243
13979.0,1,869.87,639,869.87,72,0.0,0,0.4676377704300446
15865.0,3,895.13,368,298.37666666666667,40,86.5,0,0.4672694607424433
16108.0,1,842.5,615,842.5,84,0.0,0,0.4671661983935811
16099.0,3,731.9,434,243.96666666666667,49,87.5,0,0.46636653789932625
14164.0,2,1631.77,1033,815.885,70,10.0,0,0.46604801983869204
14712.0,3,917.07,315,305.69,28,41.0,0,0.46587447448317526
15576.0,1,940.67,404,940.67,37,0.0,0,0.4657997641068907
17169.0,2,835.78,526,417.89,57,125.0,0,0.4650213422957169
17734.0,3,700.63,422,233.5433333333333,53,90.0,0,0.46382638055461156
17014.0,3,586.33,245,195.44333333333336,7,29.0,0,0.46330837841051337
14915.0,2,307.48,112,153.74,90,186.0,0,0.46275371198804394
12412.0,3,1226.88,829,408.96,74,47.0,0,0.4625383479298983
16053.0,2,1511.95,1793,755.975,32,89.0,0,0.4622684856219565
17566.0,2,901.21,518,450.605,7,17.0,0,0.4620612260261329
15467.0,3,524.88,310,174.96,8,71.0,0,0.4615718245439438
15215.0,3,734.94,225,244.98,46,24.5,0,0.46155506874151675
16012.0,3,1415.29,799,471.7633333333333,34,59.5,0,0.46135630242856
16603.0,2,482.47,480,241.235,74,16.0,0,0.4611388230506922
14820.0,4,507.29,253,126.8225,20,50.66666666666666,0,0.4607100810457262
13812.0,3,539.0,333,179.66666666666666,41,31.5,0,0.4606654060366215
15791.0,2,1612.69,731,806.345,43,160.0,0,0.45984631621573213
17475.0,1,194.37,178,194.37,78,0.0,0,0.4593680461861418
17058.0,3,1179.89,592,393.2966666666667,81,79.0,0,0.4592765316643393
17459.0,2,657.3,537,328.65,42,16.0,0,0.45858982079600763
14966.0,1,191.32,187,191.32,14,0.0,0,0.4583545375528034
14593.0,3,617.99,332,205.99666666666667,21,88.5,0,0.4583336919384465
13662.0,3,897.76,543,299.25333333333333,85,86.5,0,0.4580937640763923
16750.0,5,623.93,214,124.786,44,46.75,0,0.45789097724863964
16747.0,2,836.06,583,418.03,37,30.0,0,0.45679168706106354
15654.0,2,922.53,475,461.265,8,16.0,0,0.4565583883635005
13643.0,3,519.44,273,173.14666666666668,30,77.0,0,0.4564327296190993
12516.0,2,1312.06,875,656.03,77,102.0,0,0.45605786804383486
17345.0,4,537.74,346,134.435,14,60.333333333333336,0,0.45596249741722417
12545.0,2,1000.39,523,500.195,74,184.0,0,0.45589764811257427
15060.0,4,303.09,263,75.7725,7,0.0,0,0.45573517334853775
18015.0,1,120.03,157,120.03,3,0.0,0,0.4554366119017867
14383.0,3,1247.69,817,415.8966666666667,37,62.5,0,0.4553646963257847
13224.0,2,2155.95,1518,1077.975,59,91.0,0,0.4550640664335205
12357.0,1,6207.67,2708,6207.67,32,0.0,0,0.45486116084982015
13761.0,2,1070.65,642,535.325,49,129.0,0,0.4545971134490425
12787.0,3,463.66,261,154.55333333333334,9,91.0,0,0.454269238968758
17703.0,3,798.74,590,266.24666666666667,34,51.5,0,0.4541505337610358
14658.0,2,247.15,47,123.575,4,111.0,0,0.45406759030929983
13055.0,3,1214.41,894,404.8033333333333,77,67.5,0,0.45396873029078266
18228.0,2,779.9,238,389.95,56,22.0,0,0.45385861735111244
16325.0,3,594.24,194,198.08,46,99.0,0,0.4536970711945281
17898.0,2,152.06,190,76.03,84,121.0,0,0.45339976645965285
17768.0,3,2273.1800000000003,1186,757.7266666666668,7,78.5,0,0.4527240274061559
15073.0,3,1043.41,491,347.80333333333334,9,88.5,0,0.45255843090531217
16892.0,5,525.54,239,105.108,0,45.5,0,0.45240119421557373
17885.0,1,190.19,167,190.19,11,0.0,0,0.4522920365831356
12697.0,3,957.59,508,319.19666666666666,28,70.0,0,0.4521465617941118
16629.0,2,417.73,493,208.865,73,22.0,0,0.4514914458063537
17295.0,3,556.95,294,185.65,28,17.5,0,0.45145085814135044
12611.0,1,1193.32,846,1193.32,51,0.0,0,0.4510745669899066
17157.0,2,319.0,172,159.5,7,168.0,0,0.4509914306360978
12752.0,1,4366.78,2262,4366.78,80,0.0,0,0.45095179280954534
17521.0,3,723.2099999999999,519,241.07,29,84.5,0,0.450275836917099
17405.0,3,1031.41,726,343.80333333333334,0,74.5,0,0.45007469203857525
17658.0,2,595.42,616,297.71,25,185.0,0,0.4499900745218347
15244.0,2,631.57,405,315.785,64,182.0,0,0.4498253490108516
12409.0,3,11072.67,5551,3690.89,78,51.5,0,0.44936931802393937
17777.0,3,665.86,507,221.95333333333332,24,37.5,0,0.4493372190790166
13207.0,2,250.26,130,125.13,14,135.0,0,0.4485572825311829
12642.0,3,1013.26,552,337.75333333333333,24,41.0,0,0.447779367819372
17679.0,2,1992.11,729,996.055,52,32.0,0,0.44645268150167616
17078.0,2,378.2,788,189.1,35,0.0,0,0.44638921789252
14152.0,2,621.29,711,310.645,74,158.0,0,0.445880468203866
18034.0,2,422.88,561,211.44,21,0.0,0,0.4452744541386177
13131.0,3,1073.3,447,357.76666666666665,22,82.0,0,0.44478652518634426
16475.0,4,544.3,319,136.075,87,61.66666666666666,0,0.44473960100518406
13467.0,2,1083.71,584,541.855,10,25.0,0,0.4447053020431843
17371.0,3,423.89,152,141.29666666666665,16,171.5,0,0.4440703136268003
16018.0,2,408.9,190,204.45,38,141.0,0,0.4439829453786765
17557.0,3,541.46,306,180.48666666666668,13,33.0,0,0.443902451331505
18211.0,5,600.07,359,120.014,25,63.0,0,0.4436726622341153
16070.0,2,852.15,457,426.075,21,9.0,0,0.44301161307184345
14306.0,2,2093.32,1075,1046.66,50,34.0,0,0.4418283295648969
12435.0,2,7829.89,2055,3914.945,79,188.0,0,0.4414420260398959
15506.0,3,979.26,848,326.42,22,58.0,0,0.44137095251897596
16008.0,3,478.78,323,159.59333333333333,23,90.0,0,0.44107575293268925
16418.0,3,675.27,288,225.09,44,90.5,0,0.4409048113756676
17549.0,2,148.86,210,74.43,23,27.0,0,0.4399865251268074
13617.0,3,544.18,300,181.3933333333333,39,70.0,0,0.43974051953254645
12560.0,3,2134.01,1110,711.3366666666667,4,68.5,0,0.43953579729448167
15186.0,2,411.41,215,205.705,13,154.0,0,0.43913689864930583
17084.0,2,2949.75,1816,1474.875,34,0.0,0,0.43856799770371524
15184.0,2,406.76,223,203.38,28,161.0,0,0.4383598847038133
17361.0,3,488.2,157,162.73333333333332,48,121.0,0,0.43786235886749936
16149.0,2,280.52,308,140.26,4,137.0,0,0.43784844772260006
12397.0,2,2409.9,1263,1204.95,35,99.0,0,0.4375693777154037
13035.0,2,921.88,644,460.94,73,186.0,0,0.43717095452984706
15747.0,3,974.04,480,324.68,12,80.0,0,0.43696910580135745
16023.0,3,719.81,358,239.93666666666664,45,110.0,0,0.4368350524105293
14272.0,2,437.96,599,218.98,73,180.0,0,0.43663208690552596
13258.0,3,698.58,287,232.86,11,96.5,0,0.43634550010946804
14666.0,1,195.25,161,195.25,23,0.0,0,0.4357702416636544
17289.0,3,944.41,520,314.80333333333334,31,74.0,0,0.43551961535171185
13546.0,3,626.99,359,208.99666666666667,11,94.0,0,0.4351017818684494
16715.0,1,301.72,642,301.72,77,0.0,0,0.4349986279921753
13849.0,2,1537.95,1016,768.975,51,119.0,0,0.43465282626631674
14937.0,3,1621.88,484,540.6266666666667,56,36.5,0,0.43410290212331654
14145.0,4,3742.2,756,935.55,46,56.66666666666666,0,0.4335986269348853
14561.0,3,1080.76,1014,360.25333333333333,75,54.0,0,0.43350813097812396
13167.0,4,791.33,785,197.8325,18,41.66666666666666,0,0.4326491449506202
17047.0,3,1100.9,533,366.9666666666667,84,59.5,0,0.4325806663672671
18147.0,2,179.33999999999995,203,89.66999999999999,45,62.0,0,0.4324033446759049
15238.0,3,1071.99,692,357.33,28,77.0,0,0.4313185023131992
12716.0,2,1053.49,708,526.745,3,129.0,0,0.43035619991139024
18170.0,3,980.31,409,326.77,32,91.5,0,0.42988917936368787
18251.0,1,4314.72,7824,4314.72,86,0.0,0,0.42934764246826695
12739.0,2,1013.04,486,506.52,77,20.0,0,0.42934257737177367
18150.0,3,566.58,332,188.86,31,84.5,0,0.4286261968520179
13978.0,2,196.79,315,98.395,14,30.0,0,0.42862009414565044
13867.0,3,1015.29,513,338.43,30,93.0,0,0.4281969969033749
14389.0,2,1043.46,729,521.73,64,125.0,0,0.4277600759191334
16506.0,2,90.3,42,45.150000000000006,19,20.0,0,0.42764382200368606
17186.0,2,144.0,200,72.0,46,13.0,0,0.4271364455586928
16284.0,2,823.97,544,411.985,30,19.0,0,0.42701064030369407
16121.0,2,867.11,586,433.555,56,158.0,0,0.4268950742069027
15582.0,3,682.9100000000001,453,227.63666666666668,24,97.5,0,0.42682535162000745
15330.0,2,714.96,1312,357.48,31,28.0,0,0.42658519748824003
17797.0,3,780.43,498,260.1433333333333,21,80.0,0,0.42596708007455514
14125.0,3,2740.43,1640,913.4766666666666,10,33.5,0,0.42570164187992987
17594.0,2,993.18,550,496.59,84,169.0,0,0.42508308329857736
13189.0,2,260.68,842,130.34,18,96.0,0,0.4247970269011377
17731.0,4,1240.11,493,310.0275,78,34.666666666666664,0,0.42476501388357485
18167.0,3,1384.86,382,461.62000000000006,22,41.0,0,0.42396919163309826
12630.0,2,1270.88,548,635.44,9,34.0,0,0.42395658921802304
13562.0,3,1799.33,757,599.7766666666666,81,81.5,0,0.4234803030800994
17360.0,3,585.79,335,195.2633333333333,16,83.0,0,0.42283488217261156
13318.0,3,640.76,304,213.58666666666667,0,18.0,0,0.42213668386322295
14342.0,4,668.5600000000001,347,167.14,20,62.66666666666666,0,0.42142397970643886
13427.0,3,582.6,545,194.2,18,97.5,0,0.4211066602777342
16000.0,3,12393.7,5110,4131.233333333334,2,0.0,0,0.4208921990117517
17088.0,4,1991.01,868,497.7525,27,75.0,0,0.4200502878840172
14818.0,3,657.8,324,219.26666666666665,73,89.5,0,0.4199166251537173
12695.0,4,582.1,220,145.525,6,67.66666666666667,0,0.4197945615093386
17370.0,4,446.18,540,111.545,72,32.0,0,0.4197598423383602
16342.0,4,322.41,157,80.6025,74,34.666666666666664,0,0.4192447895299704
17100.0,2,971.74,800,485.87,17,0.0,0,0.4189163215086703
12465.0,2,742.1899999999999,479,371.095,16,152.0,0,0.41857411075768625
13028.0,2,661.3199999999999,798,330.66,22,22.0,0,0.41799007072746036
17817.0,3,387.68,67,129.22666666666666,3,136.0,0,0.41798628378807096
18194.0,1,973.84,632,973.84,81,0.0,0,0.41771763296100994
18101.0,2,223.65,88,111.825,10,132.0,0,0.4176339010060872
14077.0,5,499.42,268,99.884,40,58.25,0,0.41756689290298715
17759.0,3,834.99,708,278.33,16,76.0,0,0.41733083896907075
15730.0,3,1120.88,689,373.6266666666667,65,70.0,0,0.41731732023998913
12798.0,3,6977.04,5256,2325.68,9,80.0,0,0.41707268768032646
15252.0,2,740.78,522,370.39,35,146.0,0,0.4169134883424327
13460.0,2,183.44,286,91.72,28,20.0,0,0.41663667828032996
14261.0,2,1163.45,406,581.725,50,27.0,0,0.4164322678170131
15163.0,2,304.47,186,152.235,17,173.0,0,0.41580455710316
17584.0,2,1242.3,458,621.15,6,120.0,0,0.4156512019718094
12882.0,2,1463.04,246,731.52,8,24.0,0,0.41484532787356815
13169.0,2,712.88,272,356.44,63,188.0,0,0.4144877135183392
16357.0,3,658.88,246,219.6266666666667,32,90.0,0,0.41445247666944374
15494.0,2,1299.23,1148,649.615,20,99.0,0,0.41428141763186305
15969.0,3,666.1,124,222.03333333333333,2,91.0,0,0.4132217337807675
15399.0,3,815.77,611,271.92333333333335,0,38.5,0,0.4131439261176852
17244.0,1,954.9,616,954.9,52,0.0,0,0.4127846507376016
13363.0,2,992.5,710,496.25,17,26.0,0,0.41104907596855766
12546.0,2,1161.5,633,580.75,46,31.0,0,0.4108090787893476
17317.0,3,2600.34,1146,866.7800000000001,45,21.5,0,0.4106532984416284
16041.0,3,3166.4,1584,1055.4666666666667,30,55.0,0,0.4106112569262066
13639.0,1,1033.34,800,1033.34,73,0.0,0,0.40948229227432825
17728.0,3,2876.01,1469,958.67,3,41.0,0,0.4089185430072419
16969.0,3,650.41,816,216.8033333333333,38,76.0,0,0.40850989054545744
14597.0,2,883.15,577,441.575,10,180.0,0,0.4080434599354594
12822.0,2,948.88,550,474.44,70,16.0,0,0.40779048136028506
15274.0,2,716.57,619,358.285,3,14.0,0,0.4074852351725224
15690.0,2,239.76,408,119.88,3,96.0,0,0.4073801802862531
15571.0,4,650.4300000000001,264,162.60750000000002,11,22.0,0,0.40720735054139534
16690.0,2,225.58,138,112.79,71,129.0,0,0.4071717646652103
16139.0,3,635.41,330,211.8033333333333,18,93.5,0,0.40710098405255074
16362.0,5,734.77,351,146.954,31,14.5,0,0.4068475735180651
14359.0,3,912.18,371,304.06,18,34.0,0,0.40681710964740264
16768.0,3,478.09,196,159.36333333333334,47,112.0,0,0.4066606505715471
13517.0,3,2128.42,1369,709.4733333333334,59,60.0,0,0.40603460677896797
15297.0,3,641.94,292,213.98,9,26.5,0,0.4058592958288563
12371.0,2,1887.96,591,943.98,44,14.0,0,0.40579042762585915
16038.0,3,471.78,244,157.26000000000002,7,97.0,0,0.4057520129903688
16774.0,4,661.52,322,165.38,67,36.66666666666666,0,0.40499662684276133
16009.0,4,992.71,378,248.1775,21,45.66666666666666,0,0.40498271315982926
17031.0,2,380.35,235,190.175,11,143.0,0,0.4048920285102806
15444.0,2,1418.26,764,709.13,8,31.0,0,0.4044847383860388
13946.0,3,561.5699999999999,443,187.19,78,94.0,0,0.40424176681516144
15051.0,3,1391.61,1011,463.87,22,63.5,0,0.403620157511883
15306.0,3,1174.35,810,391.45,63,41.5,0,0.4034530649996069
13308.0,3,1385.51,843,461.8366666666666,22,90.0,0,0.40343516474401964
14535.0,3,2864.19,1831,954.73,59,94.0,0,0.40335606087717246
12723.0,5,725.07,434,145.014,3,15.25,0,0.40290955579695426
17932.0,3,1331.57,789,443.8566666666666,28,91.0,0,0.40284230469174487
16887.0,1,194.88,157,194.88,34,0.0,0,0.4021860935881094
13405.0,3,572.451,165,190.817,73,121.5,0,0.4017542339052097
14126.0,3,706.1300000000001,508,235.3766666666667,7,1.0,0,0.40126511093086664
16915.0,6,621.6800000000001,132,103.61333333333334,8,54.8,0,0.4004045425782088
16464.0,3,1314.68,963,438.2266666666667,19,61.0,0,0.3991629101105665
14421.0,2,813.11,365,406.555,56,154.0,0,0.3984182256474409
18273.0,3,204.0,80,68.0,1,127.5,0,0.39826371085625795
15489.0,3,1134.28,608,378.0933333333333,22,94.0,0,0.3978201795932748
16157.0,3,656.69,347,218.89666666666668,15,28.0,0,0.39724420968861646
14488.0,1,1064.28,799,1064.28,67,0.0,0,0.3970754662589209
14158.0,1,507.66,781,507.66,39,0.0,0,0.3970739902615893
14140.0,2,935.05,811,467.525,3,27.0,0,0.3970055442516388
16734.0,3,650.51,346,216.83666666666667,51,30.5,0,0.3964631441655107
15185.0,1,310.62,666,310.62,69,0.0,0,0.39574214955581977
15318.0,1,312.62,642,312.62,3,0.0,0,0.3956779162721606
14785.0,2,77.4,84,38.7,9,4.0,0,0.3951049305698649
18270.0,2,283.15,101,141.575,37,228.0,0,0.39488356990282275
15289.0,3,939.78,1008,313.26,28,110.0,0,0.39441712082773606
14815.0,2,778.5,744,389.25,36,31.0,0,0.3940609202284252
14019.0,3,1421.61,1037,473.87,46,45.5,0,0.39367569820352677
13486.0,3,1122.41,669,374.1366666666667,77,38.0,0,0.3927581705711169
14412.0,2,770.03,786,385.015,42,30.0,0,0.3925125248988877
13577.0,4,1687.6,791,421.9,24,72.0,0,0.39234005446951625
13344.0,3,2543.72,971,847.9066666666666,67,104.5,0,0.391931251240483
15478.0,2,1441.42,585,720.71,39,16.0,0,0.3916587497453967
17764.0,2,818.8199999999999,395,409.41,50,160.0,0,0.39073033202347146
16584.0,2,936.08,646,468.04,79,174.0,0,0.3906238909048799
13868.0,2,3192.54,1964,1596.27,6,31.0,0,0.39042088165767547
17387.0,2,784.11,542,392.055,19,13.0,0,0.3899319843654404
13461.0,3,1445.0,1170,481.6666666666667,38,62.0,0,0.388259002090389
12762.0,2,1898.52,1227,949.26,7,17.0,0,0.38778064214585145
14880.0,3,706.19,373,235.39666666666668,76,105.5,0,0.3877060933752997
15376.0,3,1233.36,619,411.12000000000006,39,91.0,0,0.38687421390002547
15026.0,3,469.0,285,156.33333333333334,79,98.5,0,0.3863350950237634
17724.0,3,1033.0,300,344.3333333333333,70,33.5,0,0.3860620472588544
16376.0,2,987.01,694,493.505,8,8.0,0,0.3857247366329961
15584.0,4,725.11,314,181.2775,23,46.0,0,0.3855477831242902
17299.0,4,669.11,678,167.2775,11,53.66666666666666,0,0.3850789530826669
13647.0,4,1678.12,895,419.53,9,75.0,0,0.3846626075723924
17974.0,3,740.79,519,246.93,24,97.0,0,0.3844591372988183
18282.0,2,178.05,103,89.025,7,118.0,0,0.38433141721994124
15826.0,3,1654.31,963,551.4366666666666,55,77.0,0,0.38432955002870384
13780.0,2,360.01,318,180.005,6,163.0,0,0.38428076644829884
18112.0,2,352.69,255,176.345,11,154.0,0,0.38382391259083226
13038.0,3,908.46,360,302.82,79,105.0,0,0.3836558586126266
17500.0,3,1138.0,17,379.3333333333333,16,6.0,0,0.38354755908058735
13524.0,5,680.1800000000001,324,136.036,40,44.75,0,0.38333610171506044
15533.0,3,807.57,289,269.19,18,34.5,0,0.38277833774084513
18117.0,1,320.72,618,320.72,25,0.0,0,0.3824987731978937
14038.0,3,1560.38,965,520.1266666666667,77,64.0,0,0.38133227109487416
17159.0,3,1538.88,1111,512.96,21,75.0,0,0.3812037521398266
13544.0,2,291.41,127,145.705,39,200.0,0,0.3808739450087598
16986.0,2,1873.2,1040,936.6,29,0.0,0,0.38084027598918646
16668.0,6,306.72,318,51.12,14,53.8,0,0.38025039208031863
13790.0,1,348.8,748,348.8,3,0.0,0,0.3802033588252787
15181.0,3,689.4799999999999,544,229.82666666666665,65,101.5,0,0.3798947006789157
14798.0,3,173.74,150,57.91333333333333,52,128.5,0,0.37953183010327235
15807.0,3,903.9,430,301.3,49,13.0,0,0.3794218087441889
16200.0,2,1080.62,523,540.3100000000001,3,159.0,0,0.37796276649480304
13404.0,2,252.49,111,126.245,0,211.0,0,0.3777117014992314
12488.0,3,1298.66,529,432.8866666666667,9,32.5,0,0.37766021519955045
14147.0,2,483.4,108,241.7,77,207.0,0,0.375764316726893
14014.0,1,505.18,1076,505.18,76,0.0,0,0.37573958847849487
